,Year,From country,Votes,Country,Own,English,Other,has_border
27749,2015,BY,7.0,EE,1.0,1.0,0.0,
27750,2015,BY,0.0,ES,1.0,0.0,0.0,
27752,2015,BY,0.0,FR,1.0,0.0,0.0,
27753,2015,BY,0.0,GB,1.0,1.0,0.0,
27754,2015,BY,3.0,GE,0.0,1.0,0.0,
27755,2015,BY,0.0,GR,0.0,1.0,0.0,
27757,2015,BY,0.0,HU,0.0,1.0,0.0,
27759,2015,BY,2.0,IL,0.0,1.0,0.0,
27761,2015,BY,1.0,IT,1.0,0.0,0.0,
27762,2015,BY,0.0,LT,0.0,1.0,0.0,1.0
27763,2015,BY,5.0,LV,0.0,1.0,0.0,1.0
27766,2015,BY,0.0,ME,1.0,0.0,0.0,
27770,2015,BY,0.0,NO,0.0,1.0,0.0,
27771,2015,BY,0.0,PL,0.0,1.0,0.0,1.0
27773,2015,BY,0.0,RO,0.0,0.0,1.0,
27774,2015,BY,0.0,RS,0.0,0.0,1.0,
27775,2015,BY,12.0,RU,0.0,1.0,0.0,1.0
27776,2015,BY,10.0,SE,0.0,1.0,0.0,
27777,2015,BY,0.0,SI,0.0,1.0,0.0,
27784,2015,CH,0.0,AL,0.0,1.0,0.0,
27785,2015,CH,0.0,AM,0.0,1.0,0.0,
27786,2015,CH,0.0,AT,0.0,1.0,0.0,1.0
27787,2015,CH,8.0,AU,1.0,1.0,0.0,
27788,2015,CH,0.0,AZ,0.0,1.0,0.0,
27790,2015,CH,2.0,BE,0.0,1.0,0.0,
27794,2015,CH,0.0,CY,1.0,1.0,0.0,
27796,2015,CH,0.0,DE,0.0,1.0,0.0,1.0
27798,2015,CH,0.0,EE,1.0,1.0,0.0,
27799,2015,CH,1.0,ES,1.0,0.0,0.0,
27801,2015,CH,0.0,FR,1.0,0.0,0.0,1.0
27802,2015,CH,0.0,GB,1.0,1.0,0.0,
27803,2015,CH,0.0,GE,0.0,1.0,0.0,
27804,2015,CH,0.0,GR,0.0,1.0,0.0,
27806,2015,CH,0.0,HU,0.0,1.0,0.0,
27808,2015,CH,3.0,IL,0.0,1.0,0.0,
27810,2015,CH,6.0,IT,1.0,0.0,0.0,1.0
27811,2015,CH,0.0,LT,0.0,1.0,0.0,
27812,2015,CH,4.0,LV,0.0,1.0,0.0,
27815,2015,CH,0.0,ME,1.0,0.0,0.0,
27819,2015,CH,10.0,NO,0.0,1.0,0.0,
27820,2015,CH,0.0,PL,0.0,1.0,0.0,
27822,2015,CH,0.0,RO,0.0,0.0,1.0,
27823,2015,CH,5.0,RS,0.0,0.0,1.0,
27824,2015,CH,7.0,RU,0.0,1.0,0.0,
27825,2015,CH,12.0,SE,0.0,1.0,0.0,
27826,2015,CH,0.0,SI,0.0,1.0,0.0,
27833,2015,CY,0.0,AL,0.0,1.0,0.0,
27834,2015,CY,0.0,AM,0.0,1.0,0.0,
27835,2015,CY,0.0,AT,0.0,1.0,0.0,
27836,2015,CY,4.0,AU,1.0,1.0,0.0,
27837,2015,CY,0.0,AZ,0.0,1.0,0.0,
27839,2015,CY,7.0,BE,0.0,1.0,0.0,
27845,2015,CY,0.0,DE,0.0,1.0,0.0,
27847,2015,CY,2.0,EE,1.0,1.0,0.0,
27848,2015,CY,0.0,ES,1.0,0.0,0.0,
27850,2015,CY,0.0,FR,1.0,0.0,0.0,
27851,2015,CY,0.0,GB,1.0,1.0,0.0,
27852,2015,CY,0.0,GE,0.0,1.0,0.0,
27853,2015,CY,8.0,GR,0.0,1.0,0.0,
27855,2015,CY,0.0,HU,0.0,1.0,0.0,
27857,2015,CY,6.0,IL,0.0,1.0,0.0,
27859,2015,CY,12.0,IT,1.0,0.0,0.0,
27860,2015,CY,0.0,LT,0.0,1.0,0.0,
27861,2015,CY,3.0,LV,0.0,1.0,0.0,
27864,2015,CY,0.0,ME,1.0,0.0,0.0,
27868,2015,CY,0.0,NO,0.0,1.0,0.0,
27869,2015,CY,0.0,PL,0.0,1.0,0.0,
27871,2015,CY,1.0,RO,0.0,0.0,1.0,
27872,2015,CY,0.0,RS,0.0,0.0,1.0,
27873,2015,CY,5.0,RU,0.0,1.0,0.0,
27874,2015,CY,10.0,SE,0.0,1.0,0.0,
27875,2015,CY,0.0,SI,0.0,1.0,0.0,
27882,2015,CZ,0.0,AL,0.0,1.0,0.0,
27883,2015,CZ,2.0,AM,0.0,1.0,0.0,
27884,2015,CZ,0.0,AT,0.0,1.0,0.0,1.0
27885,2015,CZ,0.0,AU,1.0,1.0,0.0,
27886,2015,CZ,12.0,AZ,0.0,1.0,0.0,
27888,2015,CZ,6.0,BE,0.0,1.0,0.0,
27892,2015,CZ,0.0,CY,1.0,1.0,0.0,
27894,2015,CZ,0.0,DE,0.0,1.0,0.0,1.0
27896,2015,CZ,0.0,EE,1.0,1.0,0.0,
27897,2015,CZ,0.0,ES,1.0,0.0,0.0,
27899,2015,CZ,0.0,FR,1.0,0.0,0.0,
27900,2015,CZ,0.0,GB,1.0,1.0,0.0,
27901,2015,CZ,4.0,GE,0.0,1.0,0.0,
27902,2015,CZ,0.0,GR,0.0,1.0,0.0,
27904,2015,CZ,1.0,HU,0.0,1.0,0.0,
27906,2015,CZ,0.0,IL,0.0,1.0,0.0,
27908,2015,CZ,7.0,IT,1.0,0.0,0.0,
27909,2015,CZ,0.0,LT,0.0,1.0,0.0,
27910,2015,CZ,5.0,LV,0.0,1.0,0.0,
27913,2015,CZ,0.0,ME,1.0,0.0,0.0,
27917,2015,CZ,0.0,NO,0.0,1.0,0.0,
27918,2015,CZ,0.0,PL,0.0,1.0,0.0,1.0
27920,2015,CZ,0.0,RO,0.0,0.0,1.0,
27921,2015,CZ,3.0,RS,0.0,0.0,1.0,
27922,2015,CZ,8.0,RU,0.0,1.0,0.0,
27923,2015,CZ,10.0,SE,0.0,1.0,0.0,
27924,2015,CZ,0.0,SI,0.0,1.0,0.0,
27931,2015,DE,0.0,AL,0.0,1.0,0.0,
27932,2015,DE,0.0,AM,0.0,1.0,0.0,
27933,2015,DE,0.0,AT,0.0,1.0,0.0,1.0
27934,2015,DE,7.0,AU,1.0,1.0,0.0,
27935,2015,DE,0.0,AZ,0.0,1.0,0.0,
27937,2015,DE,8.0,BE,0.0,1.0,0.0,1.0
27941,2015,DE,0.0,CY,1.0,1.0,0.0,
27945,2015,DE,2.0,EE,1.0,1.0,0.0,
27946,2015,DE,0.0,ES,1.0,0.0,0.0,
27948,2015,DE,0.0,FR,1.0,0.0,0.0,1.0
27949,2015,DE,0.0,GB,1.0,1.0,0.0,
27950,2015,DE,0.0,GE,0.0,1.0,0.0,
27951,2015,DE,0.0,GR,0.0,1.0,0.0,
27953,2015,DE,1.0,HU,0.0,1.0,0.0,
27955,2015,DE,5.0,IL,0.0,1.0,0.0,
27957,2015,DE,3.0,IT,1.0,0.0,0.0,
27958,2015,DE,0.0,LT,0.0,1.0,0.0,
27959,2015,DE,6.0,LV,0.0,1.0,0.0,
27962,2015,DE,0.0,ME,1.0,0.0,0.0,
27966,2015,DE,4.0,NO,0.0,1.0,0.0,
27967,2015,DE,0.0,PL,0.0,1.0,0.0,1.0
27969,2015,DE,0.0,RO,0.0,0.0,1.0,
27970,2015,DE,0.0,RS,0.0,0.0,1.0,
27971,2015,DE,12.0,RU,0.0,1.0,0.0,
27972,2015,DE,10.0,SE,0.0,1.0,0.0,
27973,2015,DE,0.0,SI,0.0,1.0,0.0,
27980,2015,DK,0.0,AL,0.0,1.0,0.0,
27981,2015,DK,0.0,AM,0.0,1.0,0.0,
27982,2015,DK,0.0,AT,0.0,1.0,0.0,
27983,2015,DK,8.0,AU,1.0,1.0,0.0,
27984,2015,DK,0.0,AZ,0.0,1.0,0.0,
27986,2015,DK,7.0,BE,0.0,1.0,0.0,
27990,2015,DK,0.0,CY,1.0,1.0,0.0,
27992,2015,DK,0.0,DE,0.0,1.0,0.0,1.0
27994,2015,DK,6.0,EE,1.0,1.0,0.0,
27995,2015,DK,0.0,ES,1.0,0.0,0.0,
27997,2015,DK,0.0,FR,1.0,0.0,0.0,
27998,2015,DK,0.0,GB,1.0,1.0,0.0,
27999,2015,DK,0.0,GE,0.0,1.0,0.0,
28000,2015,DK,0.0,GR,0.0,1.0,0.0,
28002,2015,DK,0.0,HU,0.0,1.0,0.0,
28004,2015,DK,0.0,IL,0.0,1.0,0.0,
28006,2015,DK,5.0,IT,1.0,0.0,0.0,
28007,2015,DK,1.0,LT,0.0,1.0,0.0,
28008,2015,DK,4.0,LV,0.0,1.0,0.0,
28011,2015,DK,0.0,ME,1.0,0.0,0.0,
28015,2015,DK,3.0,NO,0.0,1.0,0.0,
28016,2015,DK,0.0,PL,0.0,1.0,0.0,
28018,2015,DK,2.0,RO,0.0,0.0,1.0,
28019,2015,DK,0.0,RS,0.0,0.0,1.0,
28020,2015,DK,10.0,RU,0.0,1.0,0.0,
28021,2015,DK,12.0,SE,0.0,1.0,0.0,
28022,2015,DK,0.0,SI,0.0,1.0,0.0,
28029,2015,EE,0.0,AL,0.0,1.0,0.0,
28030,2015,EE,0.0,AM,0.0,1.0,0.0,
28031,2015,EE,0.0,AT,0.0,1.0,0.0,
28032,2015,EE,5.0,AU,1.0,1.0,0.0,
28033,2015,EE,0.0,AZ,0.0,1.0,0.0,
28035,2015,EE,7.0,BE,0.0,1.0,0.0,
28039,2015,EE,0.0,CY,1.0,1.0,0.0,
28041,2015,EE,0.0,DE,0.0,1.0,0.0,
28044,2015,EE,0.0,ES,1.0,0.0,0.0,
28046,2015,EE,0.0,FR,1.0,0.0,0.0,
28047,2015,EE,0.0,GB,1.0,1.0,0.0,
28048,2015,EE,1.0,GE,0.0,1.0,0.0,
28049,2015,EE,0.0,GR,0.0,1.0,0.0,
28051,2015,EE,8.0,HU,0.0,1.0,0.0,
28053,2015,EE,0.0,IL,0.0,1.0,0.0,
28055,2015,EE,3.0,IT,1.0,0.0,0.0,
28056,2015,EE,2.0,LT,0.0,1.0,0.0,
28057,2015,EE,6.0,LV,0.0,1.0,0.0,1.0
28060,2015,EE,0.0,ME,1.0,0.0,0.0,
28064,2015,EE,4.0,NO,0.0,1.0,0.0,
28065,2015,EE,0.0,PL,0.0,1.0,0.0,
28067,2015,EE,0.0,RO,0.0,0.0,1.0,
28068,2015,EE,0.0,RS,0.0,0.0,1.0,
28069,2015,EE,12.0,RU,0.0,1.0,0.0,1.0
28070,2015,EE,10.0,SE,0.0,1.0,0.0,
28071,2015,EE,0.0,SI,0.0,1.0,0.0,
28078,2015,ES,0.0,AL,0.0,1.0,0.0,
28079,2015,ES,0.0,AM,0.0,1.0,0.0,
28080,2015,ES,0.0,AT,0.0,1.0,0.0,
28081,2015,ES,7.0,AU,1.0,1.0,0.0,
28082,2015,ES,0.0,AZ,0.0,1.0,0.0,
28084,2015,ES,6.0,BE,0.0,1.0,0.0,
28088,2015,ES,0.0,CY,1.0,1.0,0.0,
28090,2015,ES,0.0,DE,0.0,1.0,0.0,
28092,2015,ES,3.0,EE,1.0,1.0,0.0,
28095,2015,ES,0.0,FR,1.0,0.0,0.0,1.0
28096,2015,ES,0.0,GB,1.0,1.0,0.0,
28097,2015,ES,0.0,GE,0.0,1.0,0.0,
28098,2015,ES,0.0,GR,0.0,1.0,0.0,
28100,2015,ES,0.0,HU,0.0,1.0,0.0,
28102,2015,ES,1.0,IL,0.0,1.0,0.0,
28104,2015,ES,12.0,IT,1.0,0.0,0.0,
28105,2015,ES,0.0,LT,0.0,1.0,0.0,
28106,2015,ES,4.0,LV,0.0,1.0,0.0,
28109,2015,ES,0.0,ME,1.0,0.0,0.0,
28113,2015,ES,2.0,NO,0.0,1.0,0.0,
28114,2015,ES,0.0,PL,0.0,1.0,0.0,
28116,2015,ES,5.0,RO,0.0,0.0,1.0,
28117,2015,ES,0.0,RS,0.0,0.0,1.0,
28118,2015,ES,10.0,RU,0.0,1.0,0.0,
28119,2015,ES,8.0,SE,0.0,1.0,0.0,
28120,2015,ES,0.0,SI,0.0,1.0,0.0,
28127,2015,FI,0.0,AL,0.0,1.0,0.0,
28128,2015,FI,0.0,AM,0.0,1.0,0.0,
28129,2015,FI,0.0,AT,0.0,1.0,0.0,
28130,2015,FI,5.0,AU,1.0,1.0,0.0,
28131,2015,FI,0.0,AZ,0.0,1.0,0.0,
28133,2015,FI,7.0,BE,0.0,1.0,0.0,
28137,2015,FI,0.0,CY,1.0,1.0,0.0,
28139,2015,FI,0.0,DE,0.0,1.0,0.0,
28141,2015,FI,10.0,EE,1.0,1.0,0.0,
28142,2015,FI,0.0,ES,1.0,0.0,0.0,
28144,2015,FI,0.0,FR,1.0,0.0,0.0,
28145,2015,FI,0.0,GB,1.0,1.0,0.0,
28146,2015,FI,0.0,GE,0.0,1.0,0.0,
28147,2015,FI,0.0,GR,0.0,1.0,0.0,
28149,2015,FI,0.0,HU,0.0,1.0,0.0,
28151,2015,FI,3.0,IL,0.0,1.0,0.0,
28153,2015,FI,2.0,IT,1.0,0.0,0.0,
28154,2015,FI,0.0,LT,0.0,1.0,0.0,
28155,2015,FI,6.0,LV,0.0,1.0,0.0,
28158,2015,FI,0.0,ME,1.0,0.0,0.0,
28162,2015,FI,4.0,NO,0.0,1.0,0.0,1.0
28163,2015,FI,0.0,PL,0.0,1.0,0.0,
28165,2015,FI,0.0,RO,0.0,0.0,1.0,
28166,2015,FI,0.0,RS,0.0,0.0,1.0,
28167,2015,FI,8.0,RU,0.0,1.0,0.0,1.0
28168,2015,FI,12.0,SE,0.0,1.0,0.0,1.0
28169,2015,FI,1.0,SI,0.0,1.0,0.0,
28176,2015,FR,0.0,AL,0.0,1.0,0.0,
28177,2015,FR,3.0,AM,0.0,1.0,0.0,
28178,2015,FR,0.0,AT,0.0,1.0,0.0,
28179,2015,FR,2.0,AU,1.0,1.0,0.0,
28180,2015,FR,0.0,AZ,0.0,1.0,0.0,
28182,2015,FR,12.0,BE,0.0,1.0,0.0,1.0
28186,2015,FR,0.0,CY,1.0,1.0,0.0,
28188,2015,FR,0.0,DE,0.0,1.0,0.0,1.0
28190,2015,FR,0.0,EE,1.0,1.0,0.0,
28191,2015,FR,5.0,ES,1.0,0.0,0.0,1.0
28194,2015,FR,0.0,GB,1.0,1.0,0.0,
28195,2015,FR,0.0,GE,0.0,1.0,0.0,
28196,2015,FR,0.0,GR,0.0,1.0,0.0,
28198,2015,FR,1.0,HU,0.0,1.0,0.0,
28200,2015,FR,0.0,IL,0.0,1.0,0.0,
28202,2015,FR,6.0,IT,1.0,0.0,0.0,1.0
28203,2015,FR,0.0,LT,0.0,1.0,0.0,
28204,2015,FR,7.0,LV,0.0,1.0,0.0,
28207,2015,FR,0.0,ME,1.0,0.0,0.0,
28211,2015,FR,0.0,NO,0.0,1.0,0.0,
28212,2015,FR,4.0,PL,0.0,1.0,0.0,
28214,2015,FR,0.0,RO,0.0,0.0,1.0,
28215,2015,FR,0.0,RS,0.0,0.0,1.0,
28216,2015,FR,10.0,RU,0.0,1.0,0.0,
28217,2015,FR,8.0,SE,0.0,1.0,0.0,
28218,2015,FR,0.0,SI,0.0,1.0,0.0,
28225,2015,GB,0.0,AL,0.0,1.0,0.0,
28226,2015,GB,0.0,AM,0.0,1.0,0.0,
28227,2015,GB,0.0,AT,0.0,1.0,0.0,
28228,2015,GB,10.0,AU,1.0,1.0,0.0,
28229,2015,GB,0.0,AZ,0.0,1.0,0.0,
28231,2015,GB,3.0,BE,0.0,1.0,0.0,
28235,2015,GB,0.0,CY,1.0,1.0,0.0,
28237,2015,GB,0.0,DE,0.0,1.0,0.0,
28239,2015,GB,0.0,EE,1.0,1.0,0.0,
28240,2015,GB,0.0,ES,1.0,0.0,0.0,
28242,2015,GB,0.0,FR,1.0,0.0,0.0,
28244,2015,GB,0.0,GE,0.0,1.0,0.0,
28245,2015,GB,0.0,GR,0.0,1.0,0.0,
28247,2015,GB,0.0,HU,0.0,1.0,0.0,
28249,2015,GB,5.0,IL,0.0,1.0,0.0,
28251,2015,GB,8.0,IT,1.0,0.0,0.0,
28252,2015,GB,4.0,LT,0.0,1.0,0.0,
28253,2015,GB,7.0,LV,0.0,1.0,0.0,
28256,2015,GB,0.0,ME,1.0,0.0,0.0,
28260,2015,GB,0.0,NO,0.0,1.0,0.0,
28261,2015,GB,2.0,PL,0.0,1.0,0.0,
28263,2015,GB,0.0,RO,0.0,0.0,1.0,
28264,2015,GB,1.0,RS,0.0,0.0,1.0,
28265,2015,GB,6.0,RU,0.0,1.0,0.0,
28266,2015,GB,12.0,SE,0.0,1.0,0.0,
28267,2015,GB,0.0,SI,0.0,1.0,0.0,
28274,2015,GE,0.0,AL,0.0,1.0,0.0,
28275,2015,GE,12.0,AM,0.0,1.0,0.0,1.0
28276,2015,GE,0.0,AT,0.0,1.0,0.0,
28277,2015,GE,0.0,AU,1.0,1.0,0.0,
28278,2015,GE,10.0,AZ,0.0,1.0,0.0,1.0
28280,2015,GE,6.0,BE,0.0,1.0,0.0,
28284,2015,GE,0.0,CY,1.0,1.0,0.0,
28286,2015,GE,0.0,DE,0.0,1.0,0.0,
28288,2015,GE,2.0,EE,1.0,1.0,0.0,
28289,2015,GE,0.0,ES,1.0,0.0,0.0,
28291,2015,GE,0.0,FR,1.0,0.0,0.0,
28292,2015,GE,0.0,GB,1.0,1.0,0.0,
28294,2015,GE,0.0,GR,0.0,1.0,0.0,
28296,2015,GE,0.0,HU,0.0,1.0,0.0,
28298,2015,GE,1.0,IL,0.0,1.0,0.0,
28300,2015,GE,8.0,IT,1.0,0.0,0.0,
28301,2015,GE,3.0,LT,0.0,1.0,0.0,
28302,2015,GE,4.0,LV,0.0,1.0,0.0,
28305,2015,GE,0.0,ME,1.0,0.0,0.0,
28309,2015,GE,0.0,NO,0.0,1.0,0.0,
28310,2015,GE,0.0,PL,0.0,1.0,0.0,
28312,2015,GE,0.0,RO,0.0,0.0,1.0,
28313,2015,GE,0.0,RS,0.0,0.0,1.0,
28314,2015,GE,5.0,RU,0.0,1.0,0.0,1.0
28315,2015,GE,7.0,SE,0.0,1.0,0.0,
28316,2015,GE,0.0,SI,0.0,1.0,0.0,
28323,2015,GR,6.0,AL,0.0,1.0,0.0,1.0
28324,2015,GR,1.0,AM,0.0,1.0,0.0,
28325,2015,GR,0.0,AT,0.0,1.0,0.0,
28326,2015,GR,5.0,AU,1.0,1.0,0.0,
28327,2015,GR,0.0,AZ,0.0,1.0,0.0,
28329,2015,GR,7.0,BE,0.0,1.0,0.0,
28333,2015,GR,10.0,CY,1.0,1.0,0.0,
28335,2015,GR,0.0,DE,0.0,1.0,0.0,
28337,2015,GR,0.0,EE,1.0,1.0,0.0,
28338,2015,GR,0.0,ES,1.0,0.0,0.0,
28340,2015,GR,0.0,FR,1.0,0.0,0.0,
28341,2015,GR,0.0,GB,1.0,1.0,0.0,
28342,2015,GR,2.0,GE,0.0,1.0,0.0,
28345,2015,GR,0.0,HU,0.0,1.0,0.0,
28347,2015,GR,0.0,IL,0.0,1.0,0.0,
28349,2015,GR,12.0,IT,1.0,0.0,0.0,
28350,2015,GR,0.0,LT,0.0,1.0,0.0,
28351,2015,GR,3.0,LV,0.0,1.0,0.0,
28354,2015,GR,0.0,ME,1.0,0.0,0.0,
28358,2015,GR,0.0,NO,0.0,1.0,0.0,
28359,2015,GR,0.0,PL,0.0,1.0,0.0,
28361,2015,GR,0.0,RO,0.0,0.0,1.0,
28362,2015,GR,0.0,RS,0.0,0.0,1.0,
28363,2015,GR,8.0,RU,0.0,1.0,0.0,
28364,2015,GR,4.0,SE,0.0,1.0,0.0,
28365,2015,GR,0.0,SI,0.0,1.0,0.0,
28372,2015,HU,0.0,AL,0.0,1.0,0.0,
28373,2015,HU,0.0,AM,0.0,1.0,0.0,
28374,2015,HU,0.0,AT,0.0,1.0,0.0,1.0
28375,2015,HU,8.0,AU,1.0,1.0,0.0,
28376,2015,HU,0.0,AZ,0.0,1.0,0.0,
28378,2015,HU,12.0,BE,0.0,1.0,0.0,
28382,2015,HU,0.0,CY,1.0,1.0,0.0,
28384,2015,HU,0.0,DE,0.0,1.0,0.0,
28386,2015,HU,7.0,EE,1.0,1.0,0.0,
28387,2015,HU,0.0,ES,1.0,0.0,0.0,
28389,2015,HU,0.0,FR,1.0,0.0,0.0,
28390,2015,HU,0.0,GB,1.0,1.0,0.0,
28391,2015,HU,3.0,GE,0.0,1.0,0.0,
28392,2015,HU,0.0,GR,0.0,1.0,0.0,
28396,2015,HU,0.0,IL,0.0,1.0,0.0,
28398,2015,HU,2.0,IT,1.0,0.0,0.0,
28399,2015,HU,0.0,LT,0.0,1.0,0.0,
28400,2015,HU,5.0,LV,0.0,1.0,0.0,
28403,2015,HU,0.0,ME,1.0,0.0,0.0,
28407,2015,HU,4.0,NO,0.0,1.0,0.0,
28408,2015,HU,0.0,PL,0.0,1.0,0.0,
28410,2015,HU,1.0,RO,0.0,0.0,1.0,1.0
28411,2015,HU,0.0,RS,0.0,0.0,1.0,1.0
28412,2015,HU,6.0,RU,0.0,1.0,0.0,
28413,2015,HU,10.0,SE,0.0,1.0,0.0,
28414,2015,HU,0.0,SI,0.0,1.0,0.0,1.0
28421,2015,IE,0.0,AL,0.0,1.0,0.0,
28422,2015,IE,0.0,AM,0.0,1.0,0.0,
28423,2015,IE,0.0,AT,0.0,1.0,0.0,
28424,2015,IE,5.0,AU,1.0,1.0,0.0,
28425,2015,IE,0.0,AZ,0.0,1.0,0.0,
28427,2015,IE,2.0,BE,0.0,1.0,0.0,
28431,2015,IE,0.0,CY,1.0,1.0,0.0,
28433,2015,IE,0.0,DE,0.0,1.0,0.0,
28435,2015,IE,0.0,EE,1.0,1.0,0.0,
28436,2015,IE,0.0,ES,1.0,0.0,0.0,
28438,2015,IE,0.0,FR,1.0,0.0,0.0,
28439,2015,IE,1.0,GB,1.0,1.0,0.0,1.0
28440,2015,IE,0.0,GE,0.0,1.0,0.0,
28441,2015,IE,0.0,GR,0.0,1.0,0.0,
28443,2015,IE,0.0,HU,0.0,1.0,0.0,
28445,2015,IE,0.0,IL,0.0,1.0,0.0,
28447,2015,IE,6.0,IT,1.0,0.0,0.0,
28448,2015,IE,7.0,LT,0.0,1.0,0.0,
28449,2015,IE,12.0,LV,0.0,1.0,0.0,
28452,2015,IE,0.0,ME,1.0,0.0,0.0,
28456,2015,IE,4.0,NO,0.0,1.0,0.0,
28457,2015,IE,3.0,PL,0.0,1.0,0.0,
28459,2015,IE,0.0,RO,0.0,0.0,1.0,
28460,2015,IE,0.0,RS,0.0,0.0,1.0,
28461,2015,IE,8.0,RU,0.0,1.0,0.0,
28462,2015,IE,10.0,SE,0.0,1.0,0.0,
28463,2015,IE,0.0,SI,0.0,1.0,0.0,
28470,2015,IL,0.0,AL,0.0,1.0,0.0,
28471,2015,IL,0.0,AM,0.0,1.0,0.0,
28472,2015,IL,0.0,AT,0.0,1.0,0.0,
28473,2015,IL,7.0,AU,1.0,1.0,0.0,
28474,2015,IL,0.0,AZ,0.0,1.0,0.0,
28476,2015,IL,4.0,BE,0.0,1.0,0.0,
28480,2015,IL,0.0,CY,1.0,1.0,0.0,
28482,2015,IL,0.0,DE,0.0,1.0,0.0,
28484,2015,IL,3.0,EE,1.0,1.0,0.0,
28485,2015,IL,1.0,ES,1.0,0.0,0.0,
28487,2015,IL,0.0,FR,1.0,0.0,0.0,
28488,2015,IL,0.0,GB,1.0,1.0,0.0,
28489,2015,IL,0.0,GE,0.0,1.0,0.0,
28490,2015,IL,0.0,GR,0.0,1.0,0.0,
28492,2015,IL,0.0,HU,0.0,1.0,0.0,
28496,2015,IL,12.0,IT,1.0,0.0,0.0,
28497,2015,IL,0.0,LT,0.0,1.0,0.0,
28498,2015,IL,0.0,LV,0.0,1.0,0.0,
28501,2015,IL,0.0,ME,1.0,0.0,0.0,
28505,2015,IL,0.0,NO,0.0,1.0,0.0,
28506,2015,IL,0.0,PL,0.0,1.0,0.0,
28508,2015,IL,5.0,RO,0.0,0.0,1.0,
28509,2015,IL,2.0,RS,0.0,0.0,1.0,
28510,2015,IL,8.0,RU,0.0,1.0,0.0,
28511,2015,IL,10.0,SE,0.0,1.0,0.0,
28512,2015,IL,6.0,SI,0.0,1.0,0.0,
28519,2015,IS,0.0,AL,0.0,1.0,0.0,
28520,2015,IS,0.0,AM,0.0,1.0,0.0,
28521,2015,IS,0.0,AT,0.0,1.0,0.0,
28522,2015,IS,8.0,AU,1.0,1.0,0.0,
28523,2015,IS,0.0,AZ,0.0,1.0,0.0,
28525,2015,IS,4.0,BE,0.0,1.0,0.0,
28529,2015,IS,0.0,CY,1.0,1.0,0.0,
28531,2015,IS,0.0,DE,0.0,1.0,0.0,
28533,2015,IS,1.0,EE,1.0,1.0,0.0,
28534,2015,IS,0.0,ES,1.0,0.0,0.0,
28536,2015,IS,0.0,FR,1.0,0.0,0.0,
28537,2015,IS,0.0,GB,1.0,1.0,0.0,
28538,2015,IS,0.0,GE,0.0,1.0,0.0,
28539,2015,IS,0.0,GR,0.0,1.0,0.0,
28541,2015,IS,0.0,HU,0.0,1.0,0.0,
28543,2015,IS,5.0,IL,0.0,1.0,0.0,
28545,2015,IS,6.0,IT,1.0,0.0,0.0,
28546,2015,IS,0.0,LT,0.0,1.0,0.0,
28547,2015,IS,7.0,LV,0.0,1.0,0.0,
28550,2015,IS,0.0,ME,1.0,0.0,0.0,
28554,2015,IS,10.0,NO,0.0,1.0,0.0,
28555,2015,IS,0.0,PL,0.0,1.0,0.0,
28557,2015,IS,0.0,RO,0.0,0.0,1.0,
28558,2015,IS,0.0,RS,0.0,0.0,1.0,
28559,2015,IS,3.0,RU,0.0,1.0,0.0,
28560,2015,IS,12.0,SE,0.0,1.0,0.0,
28561,2015,IS,2.0,SI,0.0,1.0,0.0,
28568,2015,IT,0.0,AL,0.0,1.0,0.0,
28569,2015,IT,0.0,AM,0.0,1.0,0.0,
28570,2015,IT,0.0,AT,0.0,1.0,0.0,1.0
28571,2015,IT,6.0,AU,1.0,1.0,0.0,
28572,2015,IT,0.0,AZ,0.0,1.0,0.0,
28574,2015,IT,7.0,BE,0.0,1.0,0.0,
28578,2015,IT,0.0,CY,1.0,1.0,0.0,
28580,2015,IT,0.0,DE,0.0,1.0,0.0,
28582,2015,IT,2.0,EE,1.0,1.0,0.0,
28583,2015,IT,0.0,ES,1.0,0.0,0.0,
28585,2015,IT,0.0,FR,1.0,0.0,0.0,1.0
28586,2015,IT,0.0,GB,1.0,1.0,0.0,
28587,2015,IT,0.0,GE,0.0,1.0,0.0,
28588,2015,IT,0.0,GR,0.0,1.0,0.0,
28590,2015,IT,0.0,HU,0.0,1.0,0.0,
28592,2015,IT,8.0,IL,0.0,1.0,0.0,
28595,2015,IT,0.0,LT,0.0,1.0,0.0,
28596,2015,IT,4.0,LV,0.0,1.0,0.0,
28599,2015,IT,0.0,ME,1.0,0.0,0.0,
28603,2015,IT,5.0,NO,0.0,1.0,0.0,
28604,2015,IT,1.0,PL,0.0,1.0,0.0,
28606,2015,IT,0.0,RO,0.0,0.0,1.0,
28607,2015,IT,3.0,RS,0.0,0.0,1.0,
28608,2015,IT,10.0,RU,0.0,1.0,0.0,
28609,2015,IT,12.0,SE,0.0,1.0,0.0,
28610,2015,IT,0.0,SI,0.0,1.0,0.0,1.0
28617,2015,LT,0.0,AL,0.0,1.0,0.0,
28618,2015,LT,0.0,AM,0.0,1.0,0.0,
28619,2015,LT,0.0,AT,0.0,1.0,0.0,
28620,2015,LT,3.0,AU,1.0,1.0,0.0,
28621,2015,LT,2.0,AZ,0.0,1.0,0.0,
28623,2015,LT,7.0,BE,0.0,1.0,0.0,
28627,2015,LT,0.0,CY,1.0,1.0,0.0,
28629,2015,LT,0.0,DE,0.0,1.0,0.0,
28631,2015,LT,8.0,EE,1.0,1.0,0.0,
