country,code,year,emigrated_from_code,count,code3
Albania,AL,1990,GR,40087,ALB
Albania,AL,1990,IT,11287,ALB
Albania,AL,1990,MK,678,ALB
Albania,AL,1990,Other,4162,ALB
Albania,AL,1990,TR,2489,ALB
Albania,AL,1995,GR,43331,ALB
Albania,AL,1995,IT,12200,ALB
Albania,AL,1995,MK,732,ALB
Albania,AL,1995,Other,4499,ALB
Albania,AL,1995,TR,2690,ALB
Albania,AL,2000,GR,46575,ALB
Albania,AL,2000,IT,13113,ALB
Albania,AL,2000,MK,787,ALB
Albania,AL,2000,Other,4835,ALB
Albania,AL,2000,TR,2892,ALB
Albania,AL,2005,GR,39315,ALB
Albania,AL,2005,IT,11069,ALB
Albania,AL,2005,MK,664,ALB
Albania,AL,2005,Other,4081,ALB
Albania,AL,2005,TR,2441,ALB
Albania,AL,2010,GR,32054,ALB
Albania,AL,2010,IT,9025,ALB
Albania,AL,2010,MK,542,ALB
Albania,AL,2010,Other,3328,ALB
Albania,AL,2010,TR,1990,ALB
Albania,AL,2015,GR,31596,ALB
Albania,AL,2015,IT,8896,ALB
Albania,AL,2015,MK,534,ALB
Albania,AL,2015,Other,3279,ALB
Albania,AL,2015,TR,1961,ALB
Albania,AL,2020,GR,29643,ALB
Albania,AL,2020,IT,8344,ALB
Albania,AL,2020,MK,499,ALB
Albania,AL,2020,Other,3074,ALB
Albania,AL,2020,TR,1838,ALB
Andorra,AD,1990,AU,36,AND
Andorra,AD,1990,BE,241,AND
Andorra,AD,1990,CH,64,AND
Andorra,AD,1990,DE,347,AND
Andorra,AD,1990,DK,84,AND
Andorra,AD,1990,ES,27103,AND
Andorra,AD,1990,FR,4135,AND
Andorra,AD,1990,GB,1043,AND
Andorra,AD,1990,IT,109,AND
Andorra,AD,1990,NL,190,AND
Andorra,AD,1990,Other,774,AND
Andorra,AD,1990,PT,3957,AND
Andorra,AD,1990,SE,54,AND
Andorra,AD,1995,AU,39,AND
Andorra,AD,1995,BE,241,AND
Andorra,AD,1995,CH,69,AND
Andorra,AD,1995,DE,351,AND
Andorra,AD,1995,DK,111,AND
Andorra,AD,1995,ES,26972,AND
Andorra,AD,1995,FR,4216,AND
Andorra,AD,1995,GB,975,AND
Andorra,AD,1995,IT,130,AND
Andorra,AD,1995,NL,209,AND
Andorra,AD,1995,Other,959,AND
Andorra,AD,1995,PT,5364,AND
Andorra,AD,1995,SE,52,AND
Andorra,AD,2000,AU,41,AND
Andorra,AD,2000,BE,241,AND
Andorra,AD,2000,CH,74,AND
Andorra,AD,2000,DE,355,AND
Andorra,AD,2000,DK,138,AND
Andorra,AD,2000,ES,26841,AND
Andorra,AD,2000,FR,4298,AND
Andorra,AD,2000,GB,907,AND
Andorra,AD,2000,IT,151,AND
Andorra,AD,2000,NL,229,AND
Andorra,AD,2000,Other,1143,AND
Andorra,AD,2000,PT,6771,AND
Andorra,AD,2000,SE,49,AND
Andorra,AD,2005,AU,59,AND
Andorra,AD,2005,BE,255,AND
Andorra,AD,2005,CH,86,AND
Andorra,AD,2005,DE,401,AND
Andorra,AD,2005,DK,140,AND
Andorra,AD,2005,ES,28450,AND
Andorra,AD,2005,FR,4875,AND
Andorra,AD,2005,GB,1085,AND
Andorra,AD,2005,IT,349,AND
Andorra,AD,2005,NL,260,AND
Andorra,AD,2005,Other,1789,AND
Andorra,AD,2005,PT,10722,AND
Andorra,AD,2005,SE,55,AND
Andorra,AD,2010,AU,70,AND
Andorra,AD,2010,BE,231,AND
Andorra,AD,2010,CH,87,AND
Andorra,AD,2010,DE,392,AND
Andorra,AD,2010,DK,121,AND
Andorra,AD,2010,ES,25929,AND
Andorra,AD,2010,FR,4796,AND
Andorra,AD,2010,GB,1125,AND
Andorra,AD,2010,IT,527,AND
Andorra,AD,2010,NL,257,AND
Andorra,AD,2010,Other,2270,AND
Andorra,AD,2010,PT,13686,AND
Andorra,AD,2010,SE,53,AND
Andorra,AD,2015,AU,65,AND
Andorra,AD,2015,BE,215,AND
Andorra,AD,2015,CH,80,AND
Andorra,AD,2015,DE,339,AND
Andorra,AD,2015,DK,112,AND
Andorra,AD,2015,ES,20577,AND
Andorra,AD,2015,FR,3890,AND
Andorra,AD,2015,GB,1054,AND
Andorra,AD,2015,IT,458,AND
Andorra,AD,2015,NL,244,AND
Andorra,AD,2015,Other,1998,AND
Andorra,AD,2015,PT,10697,AND
Andorra,AD,2015,SE,49,AND
Andorra,AD,2020,AU,69,AND
Andorra,AD,2020,BE,230,AND
Andorra,AD,2020,CH,85,AND
Andorra,AD,2020,DE,364,AND
Andorra,AD,2020,DK,119,AND
Andorra,AD,2020,ES,22196,AND
Andorra,AD,2020,FR,4194,AND
Andorra,AD,2020,GB,1135,AND
Andorra,AD,2020,IT,492,AND
Andorra,AD,2020,NL,262,AND
Andorra,AD,2020,Other,2145,AND
Andorra,AD,2020,PT,11534,AND
Andorra,AD,2020,SE,51,AND
Armenia,AM,1990,AZ,464459,ARM
Armenia,AM,1990,BY,1280,ARM
Armenia,AM,1990,DE,660,ARM
Armenia,AM,1990,GE,1646,ARM
Armenia,AM,1990,GR,5612,ARM
Armenia,AM,1990,Other,16765,ARM
Armenia,AM,1990,RU,62218,ARM
Armenia,AM,1990,TR,1956,ARM
Armenia,AM,1990,UA,10066,ARM
Armenia,AM,1995,AZ,560521,ARM
Armenia,AM,1995,BY,929,ARM
Armenia,AM,1995,DE,700,ARM
Armenia,AM,1995,GE,27684,ARM
Armenia,AM,1995,GR,3387,ARM
Armenia,AM,1995,Other,17788,ARM
Armenia,AM,1995,RU,36037,ARM
Armenia,AM,1995,TR,2075,ARM
Armenia,AM,1995,UA,5665,ARM
Armenia,AM,2000,AZ,525188,ARM
Armenia,AM,2000,BY,743,ARM
Armenia,AM,2000,DE,766,ARM
Armenia,AM,2000,GE,46779,ARM
Armenia,AM,2000,GR,2073,ARM
Armenia,AM,2000,Other,19461,ARM
Armenia,AM,2000,RU,20363,ARM
Armenia,AM,2000,TR,2270,ARM
Armenia,AM,2000,UA,3008,ARM
Armenia,AM,2005,AZ,376231,ARM
Armenia,AM,2005,BY,493,ARM
Armenia,AM,2005,DE,508,ARM
Armenia,AM,2005,GE,30947,ARM
Armenia,AM,2005,GR,1373,ARM
Armenia,AM,2005,Other,13161,ARM
Armenia,AM,2005,RU,13472,ARM
Armenia,AM,2005,TR,1503,ARM
Armenia,AM,2005,UA,1991,ARM
Armenia,AM,2010,AZ,130855,ARM
Armenia,AM,2010,BY,410,ARM
Armenia,AM,2010,DE,422,ARM
Armenia,AM,2010,GE,25767,ARM
Armenia,AM,2010,GR,1143,ARM
Armenia,AM,2010,Other,11608,ARM
Armenia,AM,2010,RU,11216,ARM
Armenia,AM,2010,TR,1250,ARM
Armenia,AM,2010,UA,1657,ARM
Armenia,AM,2015,AZ,78908,ARM
Armenia,AM,2015,BY,306,ARM
Armenia,AM,2015,DE,635,ARM
Armenia,AM,2015,GE,38094,ARM
Armenia,AM,2015,GR,1021,ARM
Armenia,AM,2015,Other,30155,ARM
Armenia,AM,2015,RU,19170,ARM
Armenia,AM,2015,TR,542,ARM
Armenia,AM,2015,UA,2464,ARM
Armenia,AM,2020,AZ,78560,ARM
Armenia,AM,2020,BY,304,ARM
Armenia,AM,2020,DE,631,ARM
Armenia,AM,2020,GE,37921,ARM
Armenia,AM,2020,GR,1015,ARM
Armenia,AM,2020,Other,30029,ARM
Armenia,AM,2020,RU,19082,ARM
Armenia,AM,2020,TR,539,ARM
Armenia,AM,2020,UA,2452,ARM
Australia,AU,1990,AD,333,AUS
Australia,AU,1990,AL,984,AUS
Australia,AU,1990,AM,388,AUS
Australia,AU,1990,AT,22977,AUS
Australia,AU,1990,AZ,99,AUS
Australia,AU,1990,BA,22312,AUS
Australia,AU,1990,BE,4620,AUS
Australia,AU,1990,BG,1755,AUS
Australia,AU,1990,BY,260,AUS
Australia,AU,1990,CH,9905,AUS
Australia,AU,1990,CY,24036,AUS
Australia,AU,1990,CZ,17760,AUS
Australia,AU,1990,DE,126452,AUS
Australia,AU,1990,DK,9739,AUS
Australia,AU,1990,EE,2731,AUS
Australia,AU,1990,ES,15097,AUS
Australia,AU,1990,FI,9718,AUS
Australia,AU,1990,FR,15533,AUS
Australia,AU,1990,GB,1111203,AUS
Australia,AU,1990,GE,17,AUS
Australia,AU,1990,GR,148090,AUS
Australia,AU,1990,HR,48565,AUS
Australia,AU,1990,HU,29103,AUS
Australia,AU,1990,IE,51999,AUS
Australia,AU,1990,IL,7756,AUS
Australia,AU,1990,IS,342,AUS
Australia,AU,1990,IT,271095,AUS
Australia,AU,1990,LT,4818,AUS
Australia,AU,1990,LV,10144,AUS
Australia,AU,1990,MC,37,AUS
Australia,AU,1990,MD,15,AUS
Australia,AU,1990,ME,1297,AUS
Australia,AU,1990,MK,40724,AUS
Australia,AU,1990,MT,57407,AUS
Australia,AU,1990,NL,104866,AUS
Australia,AU,1990,NO,2622,AUS
Australia,AU,1990,Other,1570838,AUS
Australia,AU,1990,PL,74954,AUS
Australia,AU,1990,PT,19115,AUS
Australia,AU,1990,RO,12241,AUS
Australia,AU,1990,RS,44312,AUS
Australia,AU,1990,RU,8365,AUS
Australia,AU,1990,SE,5694,AUS
Australia,AU,1990,SI,7227,AUS
Australia,AU,1990,SK,2697,AUS
Australia,AU,1990,TR,33246,AUS
Australia,AU,1990,UA,12428,AUS
Australia,AU,1995,AD,181,AUS
Australia,AU,1995,AL,1315,AUS
Australia,AU,1995,AM,710,AUS
Australia,AU,1995,AT,23165,AUS
Australia,AU,1995,AZ,128,AUS
Australia,AU,1995,BA,26278,AUS
Australia,AU,1995,BE,5131,AUS
Australia,AU,1995,BG,2465,AUS
Australia,AU,1995,BY,829,AUS
Australia,AU,1995,CH,10758,AUS
Australia,AU,1995,CY,23918,AUS
Australia,AU,1995,CZ,15921,AUS
Australia,AU,1995,DE,125092,AUS
Australia,AU,1995,DK,10006,AUS
Australia,AU,1995,EE,2556,AUS
Australia,AU,1995,ES,15025,AUS
Australia,AU,1995,FI,9656,AUS
Australia,AU,1995,FR,16385,AUS
Australia,AU,1995,GB,1100221,AUS
Australia,AU,1995,GE,168,AUS
Australia,AU,1995,GR,142981,AUS
Australia,AU,1995,HR,55036,AUS
Australia,AU,1995,HU,28679,AUS
Australia,AU,1995,IE,54399,AUS
Australia,AU,1995,IL,7358,AUS
Australia,AU,1995,IS,480,AUS
Australia,AU,1995,IT,260694,AUS
Australia,AU,1995,LT,4843,AUS
Australia,AU,1995,LV,9573,AUS
Australia,AU,1995,MC,19,AUS
Australia,AU,1995,MD,316,AUS
Australia,AU,1995,ME,3419,AUS
Australia,AU,1995,MK,46518,AUS
Australia,AU,1995,MT,57450,AUS
Australia,AU,1995,NL,100236,AUS
Australia,AU,1995,NO,3411,AUS
Australia,AU,1995,Other,1747116,AUS
Australia,AU,1995,PL,74618,AUS
Australia,AU,1995,PT,18951,AUS
Australia,AU,1995,RO,13159,AUS
Australia,AU,1995,RS,49660,AUS
Australia,AU,1995,RU,12971,AUS
Australia,AU,1995,SE,6612,AUS
Australia,AU,1995,SI,8185,AUS
Australia,AU,1995,SK,4671,AUS
Australia,AU,1995,TR,32718,AUS
Australia,AU,1995,UA,16704,AUS
Australia,AU,2000,AD,30,AUS
Australia,AU,2000,AL,1530,AUS
Australia,AU,2000,AM,980,AUS
Australia,AU,2000,AT,21640,AUS
Australia,AU,2000,AZ,190,AUS
Australia,AU,2000,BA,28650,AUS
Australia,AU,2000,BE,5320,AUS
Australia,AU,2000,BG,3020,AUS
Australia,AU,2000,BY,1360,AUS
Australia,AU,2000,CH,12050,AUS
Australia,AU,2000,CY,22810,AUS
Australia,AU,2000,CZ,13110,AUS
Australia,AU,2000,DE,119040,AUS
Australia,AU,2000,DK,9920,AUS
Australia,AU,2000,EE,1970,AUS
Australia,AU,2000,ES,14170,AUS
Australia,AU,2000,FI,9420,AUS
Australia,AU,2000,FR,18110,AUS
Australia,AU,2000,GB,1128510,AUS
Australia,AU,2000,GE,290,AUS
Australia,AU,2000,GR,130780,AUS
Australia,AU,2000,HR,58210,AUS
Australia,AU,2000,HU,26130,AUS
Australia,AU,2000,IE,53580,AUS
Australia,AU,2000,IL,7380,AUS
Australia,AU,2000,IS,560,AUS
Australia,AU,2000,IT,234040,AUS
Australia,AU,2000,LT,3850,AUS
Australia,AU,2000,LV,7370,AUS
Australia,AU,2000,MC,30,AUS
Australia,AU,2000,MD,570,AUS
Australia,AU,2000,ME,5330,AUS
Australia,AU,2000,MK,49560,AUS
Australia,AU,2000,MT,52610,AUS
Australia,AU,2000,NL,92790,AUS
Australia,AU,2000,NO,3990,AUS
Australia,AU,2000,Other,1986959,AUS
Australia,AU,2000,PL,66880,AUS
Australia,AU,2000,PT,17990,AUS
Australia,AU,2000,RO,14180,AUS
Australia,AU,2000,RS,52060,AUS
Australia,AU,2000,RU,16800,AUS
Australia,AU,2000,SE,7110,AUS
Australia,AU,2000,SI,8640,AUS
Australia,AU,2000,SK,6360,AUS
Australia,AU,2000,TR,34060,AUS
Australia,AU,2000,UA,17040,AUS
Australia,AU,2005,AD,30,AUS
Australia,AU,2005,AL,2270,AUS
Australia,AU,2005,AM,1110,AUS
Australia,AU,2005,AT,21037,AUS
Australia,AU,2005,AZ,300,AUS
Australia,AU,2005,BA,38394,AUS
Australia,AU,2005,BE,5790,AUS
Australia,AU,2005,BG,3440,AUS
Australia,AU,2005,BY,1600,AUS
Australia,AU,2005,CH,13058,AUS
Australia,AU,2005,CY,22447,AUS
Australia,AU,2005,CZ,13698,AUS
Australia,AU,2005,DE,122989,AUS
Australia,AU,2005,DK,10479,AUS
Australia,AU,2005,EE,1660,AUS
Australia,AU,2005,ES,14318,AUS
Australia,AU,2005,FI,9489,AUS
Australia,AU,2005,FR,21117,AUS
Australia,AU,2005,GB,1116699,AUS
Australia,AU,2005,GE,400,AUS
Australia,AU,2005,GR,128988,AUS
Australia,AU,2005,HR,69489,AUS
Australia,AU,2005,HU,24336,AUS
Australia,AU,2005,IE,55691,AUS
Australia,AU,2005,IL,8949,AUS
Australia,AU,2005,IS,670,AUS
Australia,AU,2005,IT,220513,AUS
Australia,AU,2005,LT,3300,AUS
Australia,AU,2005,LV,6309,AUS
Australia,AU,2005,MC,50,AUS
Australia,AU,2005,MD,810,AUS
Australia,AU,2005,ME,4020,AUS
Australia,AU,2005,MK,51312,AUS
Australia,AU,2005,MT,51372,AUS
Australia,AU,2005,NL,91605,AUS
Australia,AU,2005,NO,4380,AUS
Australia,AU,2005,Other,2484804,AUS
Australia,AU,2005,PL,63270,AUS
Australia,AU,2005,PT,18157,AUS
Australia,AU,2005,RO,15678,AUS
Australia,AU,2005,RS,39284,AUS
Australia,AU,2005,RU,18107,AUS
Australia,AU,2005,SE,8549,AUS
Australia,AU,2005,SI,8759,AUS
Australia,AU,2005,SK,6059,AUS
Australia,AU,2005,TR,37454,AUS
Australia,AU,2005,UA,16798,AUS
Australia,AU,2010,AD,20,AUS
Australia,AU,2010,AL,2880,AUS
Australia,AU,2010,AM,1200,AUS
Australia,AU,2010,AT,20160,AUS
Australia,AU,2010,AZ,420,AUS
Australia,AU,2010,BA,39730,AUS
Australia,AU,2010,BE,6510,AUS
Australia,AU,2010,BG,3600,AUS
Australia,AU,2010,BY,1840,AUS
Australia,AU,2010,CH,14030,AUS
Australia,AU,2010,CY,21350,AUS
Australia,AU,2010,CZ,13620,AUS
Australia,AU,2010,DE,126260,AUS
Australia,AU,2010,DK,10610,AUS
Australia,AU,2010,EE,2240,AUS
Australia,AU,2010,ES,14890,AUS
Australia,AU,2010,FI,9520,AUS
Australia,AU,2010,FR,28120,AUS
Australia,AU,2010,GB,1185070,AUS
Australia,AU,2010,GE,490,AUS
Australia,AU,2010,GR,122520,AUS
Australia,AU,2010,HR,68490,AUS
Australia,AU,2010,HU,22850,AUS
Australia,AU,2010,IE,70970,AUS
Australia,AU,2010,IL,10700,AUS
Australia,AU,2010,IS,700,AUS
Australia,AU,2010,IT,204690,AUS
Australia,AU,2010,LT,3090,AUS
Australia,AU,2010,LV,5590,AUS
Australia,AU,2010,MC,70,AUS
Australia,AU,2010,MD,1000,AUS
Australia,AU,2010,ME,1880,AUS
Australia,AU,2010,MK,51470,AUS
Australia,AU,2010,MT,48660,AUS
Australia,AU,2010,NL,88500,AUS
Australia,AU,2010,NO,4350,AUS
Australia,AU,2010,Other,3421509,AUS
Australia,AU,2010,PL,58940,AUS
Australia,AU,2010,PT,18470,AUS
Australia,AU,2010,RO,16650,AUS
Australia,AU,2010,RS,35170,AUS
Australia,AU,2010,RU,20780,AUS
Australia,AU,2010,SE,10050,AUS
Australia,AU,2010,SI,8380,AUS
Australia,AU,2010,SK,5990,AUS
Australia,AU,2010,TR,39810,AUS
Australia,AU,2010,UA,16360,AUS
Australia,AU,2015,AD,20,AUS
Australia,AU,2015,AL,3460,AUS
Australia,AU,2015,AM,1460,AUS
Australia,AU,2015,AT,17990,AUS
Australia,AU,2015,AZ,650,AUS
Australia,AU,2015,BA,36750,AUS
Australia,AU,2015,BE,7290,AUS
Australia,AU,2015,BG,3930,AUS
Australia,AU,2015,BY,2180,AUS
Australia,AU,2015,CH,14190,AUS
Australia,AU,2015,CY,20100,AUS
Australia,AU,2015,CZ,13240,AUS
Australia,AU,2015,DE,119100,AUS
Australia,AU,2015,DK,10230,AUS
Australia,AU,2015,EE,3440,AUS
Australia,AU,2015,ES,17730,AUS
Australia,AU,2015,FI,9210,AUS
Australia,AU,2015,FR,36670,AUS
Australia,AU,2015,GB,1206060,AUS
Australia,AU,2015,GE,620,AUS
Australia,AU,2015,GR,115820,AUS
Australia,AU,2015,HR,61820,AUS
Australia,AU,2015,HU,21120,AUS
Australia,AU,2015,IE,90530,AUS
Australia,AU,2015,IL,11240,AUS
Australia,AU,2015,IS,610,AUS
Australia,AU,2015,IT,198510,AUS
Australia,AU,2015,LT,3370,AUS
Australia,AU,2015,LV,4990,AUS
Australia,AU,2015,MC,80,AUS
Australia,AU,2015,MD,1160,AUS
Australia,AU,2015,ME,2030,AUS
Australia,AU,2015,MK,49990,AUS
Australia,AU,2015,MT,44070,AUS
Australia,AU,2015,NL,80620,AUS
Australia,AU,2015,NO,4360,AUS
Australia,AU,2015,Other,4247269,AUS
Australia,AU,2015,PL,54530,AUS
Australia,AU,2015,PT,19140,AUS
Australia,AU,2015,RO,17070,AUS
Australia,AU,2015,RS,33820,AUS
Australia,AU,2015,RU,25760,AUS
Australia,AU,2015,SE,11480,AUS
Australia,AU,2015,SI,8060,AUS
Australia,AU,2015,SK,6720,AUS
Australia,AU,2015,TR,39710,AUS
Australia,AU,2015,UA,17090,AUS
Australia,AU,2020,AD,30,AUS
Australia,AU,2020,AL,3941,AUS
Australia,AU,2020,AM,1658,AUS
Australia,AU,2020,AT,18417,AUS
Australia,AU,2020,AZ,753,AUS
Australia,AU,2020,BA,38485,AUS
Australia,AU,2020,BE,8067,AUS
Australia,AU,2020,BG,4361,AUS
Australia,AU,2020,BY,2433,AUS
Australia,AU,2020,CH,15359,AUS
Australia,AU,2020,CY,20884,AUS
Australia,AU,2020,CZ,14045,AUS
Australia,AU,2020,DE,124818,AUS
Australia,AU,2020,DK,10877,AUS
Australia,AU,2020,EE,3887,AUS
Australia,AU,2020,ES,19947,AUS
Australia,AU,2020,FI,9779,AUS
Australia,AU,2020,FR,41469,AUS
Australia,AU,2020,GB,1285149,AUS
Australia,AU,2020,GE,720,AUS
Australia,AU,2020,GR,119831,AUS
Australia,AU,2020,HR,63657,AUS
Australia,AU,2020,HU,22037,AUS
Australia,AU,2020,IE,93742,AUS
Australia,AU,2020,IL,12666,AUS
Australia,AU,2020,IS,613,AUS
Australia,AU,2020,IT,206282,AUS
Australia,AU,2020,LT,3822,AUS
Australia,AU,2020,LV,5072,AUS
Australia,AU,2020,MC,96,AUS
Australia,AU,2020,MD,1269,AUS
Australia,AU,2020,ME,2196,AUS
Australia,AU,2020,MK,53144,AUS
Australia,AU,2020,MT,45357,AUS
Australia,AU,2020,NL,83585,AUS
Australia,AU,2020,NO,4748,AUS
Australia,AU,2020,Other,5055007,AUS
Australia,AU,2020,PL,57292,AUS
Australia,AU,2020,PT,20550,AUS
Australia,AU,2020,RO,18278,AUS
Australia,AU,2020,RS,35652,AUS
Australia,AU,2020,RU,29254,AUS
Australia,AU,2020,SE,12504,AUS
Australia,AU,2020,SI,8454,AUS
Australia,AU,2020,SK,7366,AUS
Australia,AU,2020,TR,43655,AUS
Australia,AU,2020,UA,18568,AUS
Austria,AT,1990,AD,1,AUT
Austria,AT,1990,AL,1733,AUT
Austria,AT,1990,AM,1681,AUT
Austria,AT,1990,AU,1371,AUT
Austria,AT,1990,AZ,592,AUT
Austria,AT,1990,BA,92349,AUT
Austria,AT,1990,BE,1418,AUT
Austria,AT,1990,BG,8666,AUT
Austria,AT,1990,BY,918,AUT
Austria,AT,1990,CH,8704,AUT
Austria,AT,1990,CY,178,AUT
Austria,AT,1990,CZ,30293,AUT
Austria,AT,1990,DE,100832,AUT
Austria,AT,1990,DK,782,AUT
Austria,AT,1990,EE,206,AUT
Austria,AT,1990,ES,2271,AUT
Austria,AT,1990,FI,880,AUT
Austria,AT,1990,FR,4939,AUT
Austria,AT,1990,GB,6067,AUT
Austria,AT,1990,GE,1827,AUT
Austria,AT,1990,GR,2205,AUT
Austria,AT,1990,HR,43774,AUT
Austria,AT,1990,HU,14405,AUT
Austria,AT,1990,IE,544,AUT
Austria,AT,1990,IL,1412,AUT
Austria,AT,1990,IS,104,AUT
Austria,AT,1990,IT,18566,AUT
Austria,AT,1990,LT,501,AUT
Austria,AT,1990,LV,445,AUT
Austria,AT,1990,MC,14,AUT
Austria,AT,1990,MD,980,AUT
Austria,AT,1990,ME,12031,AUT
Austria,AT,1990,MK,12075,AUT
Austria,AT,1990,MT,60,AUT
Austria,AT,1990,NL,4668,AUT
Austria,AT,1990,NO,533,AUT
Austria,AT,1990,Other,110966,AUT
Austria,AT,1990,PL,33851,AUT
Austria,AT,1990,PT,949,AUT
Austria,AT,1990,RO,24968,AUT
Austria,AT,1990,RS,107506,AUT
Austria,AT,1990,RU,17059,AUT
Austria,AT,1990,SE,1956,AUT
Austria,AT,1990,SI,12724,AUT
Austria,AT,1990,SK,14965,AUT
Austria,AT,1990,SM,1,AUT
Austria,AT,1990,TR,88108,AUT
Austria,AT,1990,UA,4534,AUT
Austria,AT,1995,AD,2,AUT
Austria,AT,1995,AL,1955,AUT
Austria,AT,1995,AM,1896,AUT
Austria,AT,1995,AU,1547,AUT
Austria,AT,1995,AZ,668,AUT
Austria,AT,1995,BA,104186,AUT
Austria,AT,1995,BE,1600,AUT
Austria,AT,1995,BG,9777,AUT
Austria,AT,1995,BY,1036,AUT
Austria,AT,1995,CH,9820,AUT
Austria,AT,1995,CY,201,AUT
Austria,AT,1995,CZ,34176,AUT
Austria,AT,1995,DE,113756,AUT
Austria,AT,1995,DK,882,AUT
Austria,AT,1995,EE,232,AUT
Austria,AT,1995,ES,2562,AUT
Austria,AT,1995,FI,993,AUT
Austria,AT,1995,FR,5572,AUT
Austria,AT,1995,GB,6845,AUT
Austria,AT,1995,GE,2061,AUT
Austria,AT,1995,GR,2488,AUT
Austria,AT,1995,HR,49385,AUT
Austria,AT,1995,HU,16251,AUT
Austria,AT,1995,IE,614,AUT
Austria,AT,1995,IL,1593,AUT
Austria,AT,1995,IS,117,AUT
Austria,AT,1995,IT,20946,AUT
Austria,AT,1995,LT,565,AUT
Austria,AT,1995,LV,502,AUT
Austria,AT,1995,MC,16,AUT
Austria,AT,1995,MD,1106,AUT
Austria,AT,1995,ME,13573,AUT
Austria,AT,1995,MK,13623,AUT
Austria,AT,1995,MT,68,AUT
Austria,AT,1995,NL,5267,AUT
Austria,AT,1995,NO,601,AUT
Austria,AT,1995,Other,125209,AUT
Austria,AT,1995,PL,38190,AUT
Austria,AT,1995,PT,1071,AUT
Austria,AT,1995,RO,28168,AUT
Austria,AT,1995,RS,121286,AUT
Austria,AT,1995,RU,19246,AUT
Austria,AT,1995,SE,2207,AUT
Austria,AT,1995,SI,14355,AUT
Austria,AT,1995,SK,16884,AUT
Austria,AT,1995,SM,1,AUT
Austria,AT,1995,TR,99359,AUT
Austria,AT,1995,UA,5115,AUT
Austria,AT,2000,AD,2,AUT
Austria,AT,2000,AL,2177,AUT
Austria,AT,2000,AM,2111,AUT
Austria,AT,2000,AU,1723,AUT
Austria,AT,2000,AZ,744,AUT
Austria,AT,2000,BA,116023,AUT
Austria,AT,2000,BE,1782,AUT
Austria,AT,2000,BG,10888,AUT
Austria,AT,2000,BY,1153,AUT
Austria,AT,2000,CH,10935,AUT
Austria,AT,2000,CY,224,AUT
Austria,AT,2000,CZ,38058,AUT
Austria,AT,2000,DE,126680,AUT
Austria,AT,2000,DK,982,AUT
Austria,AT,2000,EE,258,AUT
Austria,AT,2000,ES,2853,AUT
Austria,AT,2000,FI,1106,AUT
Austria,AT,2000,FR,6205,AUT
Austria,AT,2000,GB,7622,AUT
Austria,AT,2000,GE,2295,AUT
Austria,AT,2000,GR,2770,AUT
Austria,AT,2000,HR,54995,AUT
Austria,AT,2000,HU,18097,AUT
Austria,AT,2000,IE,683,AUT
Austria,AT,2000,IL,1774,AUT
Austria,AT,2000,IS,130,AUT
Austria,AT,2000,IT,23325,AUT
Austria,AT,2000,LT,629,AUT
Austria,AT,2000,LV,559,AUT
Austria,AT,2000,MC,18,AUT
Austria,AT,2000,MD,1231,AUT
Austria,AT,2000,ME,15115,AUT
Austria,AT,2000,MK,15170,AUT
Austria,AT,2000,MT,76,AUT
Austria,AT,2000,NL,5865,AUT
Austria,AT,2000,NO,669,AUT
Austria,AT,2000,Other,139375,AUT
Austria,AT,2000,PL,42528,AUT
Austria,AT,2000,PT,1192,AUT
Austria,AT,2000,RO,31368,AUT
Austria,AT,2000,RS,135065,AUT
Austria,AT,2000,RU,21433,AUT
Austria,AT,2000,SE,2457,AUT
Austria,AT,2000,SI,15986,AUT
Austria,AT,2000,SK,18802,AUT
Austria,AT,2000,SM,1,AUT
Austria,AT,2000,TR,110695,AUT
Austria,AT,2000,UA,5696,AUT
Austria,AT,2005,AD,1,AUT
Austria,AT,2005,AL,2414,AUT
Austria,AT,2005,AM,2341,AUT
Austria,AT,2005,AU,1910,AUT
Austria,AT,2005,AZ,825,AUT
Austria,AT,2005,BA,123348,AUT
Austria,AT,2005,BE,1976,AUT
Austria,AT,2005,BG,12072,AUT
Austria,AT,2005,BY,1278,AUT
Austria,AT,2005,CH,12125,AUT
Austria,AT,2005,CY,248,AUT
Austria,AT,2005,CZ,42199,AUT
Austria,AT,2005,DE,157809,AUT
Austria,AT,2005,DK,1089,AUT
Austria,AT,2005,EE,286,AUT
Austria,AT,2005,ES,3163,AUT
Austria,AT,2005,FI,1226,AUT
Austria,AT,2005,FR,6879,AUT
Austria,AT,2005,GB,8450,AUT
Austria,AT,2005,GE,2544,AUT
Austria,AT,2005,GR,3071,AUT
Austria,AT,2005,HR,44242,AUT
Austria,AT,2005,HU,27834,AUT
Austria,AT,2005,IE,756,AUT
Austria,AT,2005,IL,1967,AUT
Austria,AT,2005,IS,144,AUT
Austria,AT,2005,IT,24180,AUT
Austria,AT,2005,LT,697,AUT
Austria,AT,2005,LV,619,AUT
Austria,AT,2005,MC,19,AUT
Austria,AT,2005,MD,1364,AUT
Austria,AT,2005,ME,16759,AUT
Austria,AT,2005,MK,16821,AUT
Austria,AT,2005,MT,84,AUT
Austria,AT,2005,NL,6503,AUT
Austria,AT,2005,NO,742,AUT
Austria,AT,2005,Other,154533,AUT
Austria,AT,2005,PL,49078,AUT
Austria,AT,2005,PT,1322,AUT
Austria,AT,2005,RO,45357,AUT
